text,label
"If you like occasional nudity with junior high school level slap stick comedy, then look no further.<br /><br />Starting at about the halfway point, the beautiful and erotic Arielle Dombasle starts disrobing at every opportunity. That is the only thing that made this movie worth watching.<br /><br />The story is both lame and preposterous, the humor is corny, and character development is basically non-existent.",0
"A rating of ""1"" does not begin to express how dull, depressing and relentlessly bad this movie is.",0
"Oh God,what an idiotic movie!Incredibly cheap with fake special effects(the creature is played by one guy in lame costume)and stupid plot.All dialogues are unbelievably bad and these actors(HA!HA!HA!)...they're simply ludicrous.For example I have never seen so annoying characters like in this junk(these dumb kids or pregnant woman with his husband and many more).All in all,this is a great entertainment if you're drunk.Avoid it like the plague.Am I drunk?I don't think so...",0
"Shortly after seeing this film I questioned the mental competence of every actor and actress that accepted a role. Elizabeth Shue is a commendable actress, why would she embrace such an overrated opportunity? I must give credit where credit is due, though. Some moments in the movie were unpredictable and rather transfixing, but they hardly made up for the scathing perverse tendencies of Kevin Bacon's character, Sebastian Caine. I wouldn't recommend this movie to anyone, man or woman, that has any form of self-respect to account for.",0
"I like animated shows. I enjoy the Nick fare pretty much, including Hey, Arnold. But moving a TV show to the Big Screen isn't easy and this just didn't feel big enough. It was more like a long episode of the show, and it just didn't move along that well. Judging by the behavior of the kids we had with us, it didn't score that well with them either.",0
"The makers of this film have created a future where not only is abortion and birth control illegal in every state,but women are prosecuted for murder and sent away to serve long prison sentences.In other words,this film is every liberals worst nightmare!The political agenda is so heavy-handed here and the style of the film is so low-key that it just loses steam pretty quickly.Regardless of which side of the fence you're on,I'd recommend skipping it.",0
"THE RINGMASTER stars Jerry Springer as a TV talkshow host called Jerry , but it`s not THE JERRY SPRINGER SHOW , his guests are trailer trash , but not the trailer trash you get on THE JERRY SPRINGER SHOW, they attack one another , but not like on.....What is the point of making a movie about THE JERRY SPRINGER show and pretending it`s not THE JERRY SPRINGER SHOW ? And on top of that this is a very boring film",0
"i was lucky enough to see A Chorus Line when it came to my city.. i was younger then.. but it was an Excellent play.. so would someone please tell me why in heavens name did they have to make a movie out of it.. and why Michael Douglas ??? He didnt suit the role.. this movie really sucked BIG time !!!<br /><br />my advise is NOT to rent this movie.. save your money for something better like ""Cats"" ....",0
"Portly nice guy falls for a luscious blonde; she likes him too, but not for the reasons you might think. Little-seen black comedy from writer Pat Proft features very good performances by Joe Alaskey and Donna Dixon, yet it makes no lasting impact. It's just a quickie throwaway effort, helmed by Norman Bates himself, Anthony Perkins. Even on the level of B-comedies, the somewhat-similar ""Eating Raoul"" is a better bet. There's definitely an amusing set-up here; unfortunately, the picture has nowhere to go in its second act. An interesting try, but it misfires.<br /><br />** from ****",0
"This dumb comedy really does a good job of wasting comedic talent. In particular, Dan Aykroyd and Howard Hesseman are misused badly here. I might have chuckled once or twice during this film, but in general, it's a boring movie, with a little bit of stupidity thrown in for good measure. The premise, although routine, still wasn't bad, but once the plot was set, the film went nowhere. Don't waste your time with this misfire.",0
"I caught this movie on FX last night, and as I was sitting there watching it, it occurred to me that it could quite possibly be the worst movie ever. Bad acting, bad cinematography, bad sound, totally unbelievable fight sequences, stupid characters. All these made it up to be the most laughably bad movie I've ever seen. It was so bad, I was enthralled by it's sheer lack of anything semi-competent that I had to keep watching... and they made a sequel!",0
"""Ally McBeal"" was a decent enough show, but it was very overrated. The characters become boring after a while and the jokes begin to fall short.<br /><br />I think it chose an appropriate point in time to leave - it was starting to outstay its welcome.",0
"I am sorry to say that it was one of the worst films I've ever seen. Although visually fascinating (e.g. the use of colour was absolutely stunning), it was pretty boring and disturbing (see the father/son incest).<br /><br />What's more, music is totally absent, and if you think of those wonderful soundtracks by Michael Nyman (who wrote the soundtracks for most of Greenaway's films) then you can imagine what a difference it makes.<br /><br />",0
"do not be suckered into renting this movie. It has nothing to do with an escape from death row, despite the (english) title. I can't think of a single good thing to say about the movie. Poor acting, poor editing, poor directing... laughable ""plot"", and the sound/music was so irritating, it's a wonder this movie doesn't come with a warning label. The only possible way to sit through this movie and enjoy it is for it's historical cheesiness quality. They just don't make films this bad anymore.",0
"Superdome is one of those movies that makes you wonder why it was made. The whole plot concerns someone trying to sabotage the superbowl, and all the attempts made to stop them. How Tom Selleck and Donna Mills' careers managed to survive this is beyond me. However, the most frustrating thing about it was THERE WAS NO FOOTBALL IN IT AT ALL! Avoid this one if possible.",0
"A decent sequel, but does not pack the punch of the original. A murderous screenwriter(Judd Nelson)assumes new identities in order to direct his own novel CABIN BY THE LAKE. Still ruthless killing, but movie seems very tongue-in-cheek. Any humor is not of the funny kind. Total project seems to have the quality of a quickie and at times Nelson is way over the top. This movie is about a script being rewritten before going to the screen...this should have happened to this script.",0
"My kids picked this out at the video store...it's great to hear Liza as Dorothy cause she sounds just like her mom. But there are too many bad songs, and the animation is pretty crude compared to other cartoons of that time.",0
"Sniffing girl's panties kills a guy...and a stupid freaky puppet says a lot of stupid freaky things......My eyes could not leave the screen, my finger could not leave the Fast Forward button....I had to rewatch this spectacle to see if I had really experienced what I thought...I did.....God help us all!",0
Me and my friend rented this movie for $2.50. And we both agree on one thing:<br /><br />THIS IS THE WORST MOVIE EVER MADE!<br /><br />Also me and my friend counted 475 face shots. (Which makes up 95% of the movie).<br /><br />So in other words: DO SEE THIS MOVIE UNLESS YOU LIKE WASTING MONEY! And I do!<br /><br />,0
"This film is really bad, with a script full of 'memorable' lines and incredibly bad performances. The special effects are also bad (not the worst ones I have seen, either) and the music is so bad that you have to listen to it to believe it. Just two short themes (30 seconds long or so) are repeated constantly throughout the whole film.<br /><br />All in all, one of the worst films I have ever seen.",0
I know that the real story of Little Richard is a lot more thrilling than this maudlin and thoroughly average biopic. But then producer Little Richard was probably too reluctant to bring to light any sordid details of his life and just gave us a forgettable facsimile of his career highlights from the 50s and 60s.,0
"I have never seen such terrible performances in all my life.<br /><br />Everyone in the entire film was absolute rubbish.<br /><br />Not one decent actor/actress in the whole film, it was a joke.<br /><br />Reminded me of drama at school...",0
If you are planning to rent or buy this movie don't. It's the worst thing I have ever seen. I would comment on it more but It has been 10 years since I saw it and have blanked all of it from my mind. Save yourself some time money and well being and stay far far away.,0
I honestly don't understand how tripe like this gets made. The worst junior-high talent show skit you've ever seen is more entertaining than this film. Will Ferrell's wrestling fetish provides the only (briefly) humorous moments. Utterly horrible.,0
"<br /><br />Get your brewskies out and enjoy this flawed action flick. Speakman's considerable kempo skill (nice spin kicks, decent with the sticks - poor couch!) is the only redeeming quality of a movie that just cries bad acting. The plot isn't half bad; just executed pretty poorly. But if you're seeing this movie for anything other than martial arts, you're missing the boat entirely. And for a movie that is supposed to take place in Koreatown, way way too few Korean actors (even extras).",0
"This film is justly famous as one of the most horrible examples of propaganda ever produced. The insistent equation of Jews with disease is simply<br /><br />pathological, and even worse it almost becomes believable for brief seconds<br /><br />through its sheer repetition. The fact that something this crude works, even<br /><br />briefly, is an object lesson in itself. You have to have a strong stomach and a firm grip on yourself to sit through this, and I wouldn't recommend trying unless you have a good reason.",0
"Everyone involved with this project should be ashamed as to the result of their efforts. Oh. I laughed a coupe of times , but I laughed a couple of times during Schindler's list also. They really screwed up a good premise.",0
"""Whipped"" is one of the most awful films of all time. It is a mean, hateful piece of garbage that had me forcing myself to stay in the theater more than any other movie of 2000, besides maybe ""The Grinch."" It is not, as people have called it, an insightful portrait of modern relationships. That would be a little film called ""High Fidelity."" Whereas that movie was honest and sympathetic, ""Whipped"" is hostile, cynical, misanthropic cinematic poison. Avoid this like so many plagues, unless you want to see how truly bad a ""comedy"" can get.",0
"Routine suspense yarn about a sociopath (Dillon) who gives his sperm to a clinic of human reproduction and starts to harrass the lives of the woman (Antony) and his husband (Mancuso). Extremely predictable, far-fetched and with undecided tone all the way. Don't lose your time with this one...make a baby instead!",0
"For that matter one of the worst FILMS ever made. Plot goes as follows. Slog through jungle looking areas for 10 minutes or so. Have Bo go somewhere and strip. Slog through the jungle some more. Give Bo another excuse to strip. Back to the jungle. Oh look! There's a Tarzan looking guy! Strip, Bo - strip. Kill the safari people. Tarzan looking guy has a fight scene. Saves Bo. Bo strips. Run credits. Run credits, run.",0
"This is one of the worst movies I've seen in a long time. The story was boring, the dialogue was atrocious and the acting hammy. I'm not sure if this movie was the result of a film school homework project, but it certainly played like one. It is not even particularly successful in its central conceit of trying to appear as a single continuous take. The whooshing horizontal camera pans are a cheap and unoriginal way of hiding cuts.",0
"Blank Check is easily one of the worst films of the nineties. The plot is completely pointless; its overtones of lonliness are pathetic. Do you really believe a twelve year old acting as a personal assistant for a millionaire could accomplish everything in this film, like buying a mansion for a mere $300 grand. The notion, let alone the bargain-basement price, will only be believed by the most gullible viewers. Please, respect your intelligence and don't watch this awful, awful film.",0
"I expected to enjoy a romantic comedy featuring Hip Hop, but was disappointed on many levels. First of all, the story is so badly recycled as to make it almost unbearable. Second, the setting, acting and story are not very authentic or believable. Third, there are a lot more good black actors to choose from than these standard picks. How about some originality? Third, there were very few Hip Hop songs played in entirity - if any. None seemd really central. Overall, film was a great disappointment, but the editing style was very interesting and almost made the film worthwhile.",0
This movie was absolutely terrible. I can't believe I paid to see it in the theatre. I wouldn't watch it on free cable t.v. I'm surprised that Joe Magtena even made it. Do not waste your time with this movie.,0
Keanu Reeves stars as a friend of a popular high school student who suddenly commits suicide...he and his friends go through emotional turmoil and share their reactions to this horrible incident...Good acting by Reeves and a young Jennifer Rubin..but on the whole is a little too much.. 4 of 10,0
"Oh God,what an idiotic movie!Incredibly cheap with fake special effects(the creature is played by one guy in lame costume)and stupid plot.All dialogues are unbelievably bad and these actors(HA!HA!HA!)...they're simply ludicrous.For example I have never seen so annoying characters like in this junk(these dumb kids or pregnant woman with his husband and many more).All in all,this is a great entertainment if you're drunk.Avoid it like the plague.Am I drunk?I don't think so...",0
"This film is awful. Give me the dentist anytime! Can you believe that one of the main TV stations here in Arabia had this as their Christmas film! I can only assume they expected to entertain the crowds with Dudley Moore rather than this. The last time I looked at my hot water bottle it had more acting, better plot, more drama and a lot more interest than this waste of celluloid. Don't even watch it if you're drunk!",0
"I rented this thinking it might be interesting, and it might have been an interesting story except that is was told in such an uninteresting manner. Hard to follow, strange editing, disjointed storyline, the characters mumble, all in all a dreadfully dull waste of time. I just couldn't get into it and didn't care what happened to the characters - not even Ian Holm could save this film. Unless you need a cure for insomnia, I'd skip it. 3/10, and that's being generous.",0
"Bottom-of-the-Freddy barrel. This is the worst film in the series, beating ""Freddy's Revenge"" for that title. A cheap-looking (with mediocre special effects), incoherent mess, with Freddy turned into a punster. He has one or two cool lines, but that doesn't save this illogical and sloppy sequel.",0
"I first saw this movie on MST3K. And although I laughed my posterior off at the jokes, I don't particularly think this movie was all that bad. Sure it was a little hard to understand it is quite obviously low budget, But it had a very Hitchcock-like plot and I can honestly say that when I viewed the non-MST3K version, I was genuinely entertained. This movie is crying out for a Hollywood remake.",0
"I understand there was some conflict between Leigh and the great Maggie Smith during the filming. Understandable when you put one of the world's greatest actresses of all time (Smith, of course) with one whose performances seem to get worse with each subsequent film.",0
"Motocrossed was fun, but it wasn't that great. I guess I just didn't understand a lot of the Motocross racing ""lingo"" (and there was A LOT of that in the film)! The plot wasn't what I expected from the Disney Channel previews, so that could account for some of my disappointment.",0
"The earlier part of the film was rather enjoyable but towards the end it became trite. Although Turturro is an actor I generally like, his Luzhin often resembled a bad Rain Man impression and the portrayal of the genius as a semi-autistic man was annoying. Overall it seems as if this film is trying to hard and ends up looking pompous in spite of mostly fine performances.",0
"This has got to be one of the worst movies I have ever seen. It is (I think) a story of a rebellious college basketball player, his tough-but-fair coach, his girlfriend, and a fellow student (played by Michael Margotta) who has continual nervous breakdowns. The story goes nowhere, there is zero character development, there is nobody to care about, and the performances, with the exception of Bruce Dern as the coach, are terrible. It is hard to believe how a talent like Jack Nicholson could direct such an awful movie. Make sure to avoid this turkey.",0
I only watched this film from beginning to end because I promised a friend I would. It lacks even unintentional entertainment value that many bad films have. It may be the worst film I have ever seen. I'm surprised a distributor put their name on it.,0
"I just did not enjoy this film. But then I loved Babe, a Pig in the City and have been spoiled by talking animal films that are exceptionally well done in every way. The animals were not likeable. They were all irritating especially Chris Rock's guinea pig, but then what could I expect, it's Chris Rock. I believe I smiled once or twice at a couple cute lines, but that's it.",0
This has to be the worst movie I have seen. Madsen fans don't be drawn into this like I was. He is only in it for a maximum of five minutes. This movie is so bad that the only reason why you would watch it is if all the rest of the movies on earth as well as t.v. had been destroyed.,0
"I loved the first two movies, but this movie was just a waste of time and money (for me and the studio). I'm still wondering why they made this horrible movie. The thing with the plastic gun and with the toy car, that can go into another house are ridiculous. Joe Pesci and Daniel Stern in the first two movies were so funny, but the terrorists in this one are so stupid and not funny. Believe me this movie is just a waste of time.",0
"Turkish Cinema has a big problem. Directors aren't interested in global cinema. They are local and folkloric, but want to be international. This brings kitsch results such this movie.<br /><br />Film has jokes translated to Spanish from Turkish and they don't have any meaning for non-Turkish audiences. Even for Turkish audiences after 10 years.<br /><br />Players, even Ferhan SENSOY have a worse acting than average. They act like puppets.<br /><br />Movie was shot in Cuba, but nothing includes about Cuba. So Cuba is thought like a banana republic.<br /><br />Waste of money, waste of time.",0
"Decent animation and some workable character development keep this animated horse fable from DreamWorks at least watchable... however it remains somewhat slow paced and the storyline is a bit on the silly side.. It is interesting to see a reversal of the typical cowboys and indian roles, but here it just seems like a nod to political correctness rather than a proper storyline decision. GRADE: C",0
It's terrific when a funny movie doesn't make smile you. What a pity!! This film is very boring and so long. It's simply painfull. The story is staggering without goal and no fun.<br /><br />You feel better when it's finished.,0
This movie stinks. The stench resembles bad cowpies that sat in the sun too long. I can't believe that so many talented actors wasted their time making such a hopelessly awful film. Whew!,0
"This DVD appears to be targetted at someone who will just put it on and play it in an endless loop in the background. It's organized as a series of music videos of the Grand Canyon set to various pieces of Tangerine Dream music.<br /><br />Unfortunately, the TD music is dull, and the transfer to DVD looks rather blurry and dim. Too expensive a DVD for what it is.",0
This is supposed to be well-researched and based on fact. How come therefore that it's so packed with McGovernisms. Did the people of Derry live in some kind of bizarre Philip K. Dick world in which reality was uncannily like Cracker/ Liam/ Priest? Or is McGovern an idle hack who just keeps repeating hims,0
"Murders are occurring in a Texas desert town. Who is responsible? Slight novelties of mystery and racial tensions (the latter really doesn't fit), but otherwise strictly for slasher fans, who will appreciate the gore and nudity, which are two conventional elements for these films.<br /><br />Dana Kimmell (of FRIDAY THE 13TH PART 3 infamy) stars as the bratty quasi-detective teen.<br /><br />*1/2 out of ****<br /><br />MPAA: Rated R for violence and gore, nudity, and some language.",0
"This third Pokemon movie is too abstract for younger kids to follow and too repetitious to entertain older kids. The message of the film-- about dealing with loss-- is subverted by the return of the young girl's father during the film's credits. Team Rocket provide some amusement, but they're not really part of the small plot, so they don't appear very often.",0
"I must say, when I read the storyline on the back of the case, It sounded really interesting, but when I started to watch the movie seemed boring at first and even more at the end. Some scenes are way too long and the story has not been worked out properly.",0
"A friend of mine lent this video to me and I was fairly excited to watch it, but after ten minutes of James Hetfield's slow pitched vocals and Lars banging on his drum set in what appeared to be slow motion I began to think, `Why am I watching this?' That question will be coursing through your minds in 5  10 minutes after you hit Play. I gave the tape back the same day, as you would suspect, not worth buying or watching!<br /><br />Just my opinion!<br /><br />",0
"Worst Bob Hope comedy ever(and that includes some heavy competition). Hope, on an island with sailors, dreams aloud of being in a bathtub with a geisha girl ""steering his ship"". Somebody certainly steered this Hope-hackery over the cliff, as it features Phyllis Diller and Gina Lollobrigida and still can't work up any laughs or excitement. Where's Bing Crosby when you really need him?",0
"This is absolutely the worst trash I have ever seen. When I saw it in the theater (arghhh!), it took 15 full minutes before I realized that what I was seeing was the feature, not a sick joke!",0
"tries to be funny and fails miserably. The animation is just terrible, looks like a 2 year old threw it together in his sleep. Plot is dull and cliched. IF you have a young child, maybe rent it. but don't waste hard earned money to pay to see it.<br /><br />1/10",0
I found the DVD version of this movie at a rummage sale. The basic premise is an affair between a teacher/coach a student. The acting is weak and the plot razor thin.<br /><br />This movie had all the depth and plot development of an adult film.,0
"Not even the most ardent stooge fan could possibly like the movie, (I one of them) the stooges just aren't given any material to work with. It is really a shame too because this is the only feature length movie the stooges did with Curly, and this one effort by them is painfully unfunny, when it could have had great potential. Awful musical numbers don't help any either. The short they did with the same title has more laughs.",0
A very attractive and capable cast is lost in this deadly boring rehash of the slasher sub-genre. The plot a simply a collection of cliches and set-pieces that we've all seen a hundred times before. Has great potential as an insomnia treatment.,0
"Sorry, I just didn't find the subject matter as compelling as the filmmaker did. The robot guy and the mole rat guy were pretty interesting, although Morris didn't really tell us much about them. The other two subjects were a bore. And the supposed ""connections"" between them didn't hold up.",0
"Two days after seeing this thing, I'm still in agony over HAVING seen it. It's so bad, you have to wonder how anyone could write this tripe, much less allow it to be loose on the general public. Stilted acting, a leading man who looks like he's sleepwalking, and Alison Eastwood embarrassing herself. The action is indicative of low budget movie making, which means it is painfully bad. The plot? Well, if you were 6 years old, then you could have written this movie. Simplistic, idealistic, and just plain lame.",0
"I love Julian Sands and will at least attempt to watch anything he's in, but this movie nearly did me in. I'm hard pressed to remember when I found any other movie to move....so......slow.........ly.....zzzzzzzzzzzz<br /><br />Pop it in the VCR when you've run out of sleeping pills.",0
"wow...this has got to be the DUMBEST movie I've ever seen. We watched it in english class...and this movie made ABSOLUTELY no sense. I would never, EVER watch this movie again...and my sympathy to those who have ever PAID to see it.",0
Are you kidding that was AWFUL!!! <br /><br />But that notwithstanding I got given this film and 3 others and they were all on DVD. The film starts of pretty much an OK movie but goes downhill from about the middle onwards.<br /><br />And the ending well let's just say it was one of the most anti climatic endings in recent film history. Lots of gore in the end sequence and if you like a dose of schlock horror then this is the film for you....<br /><br />3/10,0
"Shallow, shallow script ...stilted acting ...the shadows of boom mikes lingering over the actors' heads in scenes ...worth watching because Kate Mulgrew plays the most selfish mother in TV movie history and it's all before Ben Affleck got his teeth capped.",0
"<br /><br />How this film ever got a 6 star average is beyond me. The script is so banal, and frankly an insult to whomevers life it is based upon. The cinematography comes straight from the slick world of advertising, and the talented Ridley Scott should be ashamed. Demi Moore however, shows none a surprise by participating in this film, if one looks at her tracklist. All in all, a ""high concept"" style film that even Don Simpson would be ashamed of.",0
"this movie is, despite its ""independent"" status, a stupid hollywood version of a nauseating mother-daughter relationship. it wasnt that bad at first, but somewhere during the course of the movie--around the time that the daughter goes out with that guy, i think--it turns into a cheesey mother-daughter bonding movie. im sorry, but i dont know of any mothers who have that kind of relationship with their daughter...its probably better that way, though.",0
"Ashley Judd, in an early role and I think her first starring role, shows her real-life rebellious nature in this slow-moving feminist soap opera. Wow, is this a vehicle for political correctness and extreme Liberalism or what?<br /><br />Being a staunch feminist in real life, she must have cherished this script. No wonder Left Wing critic Roger Ebert loved this movie; it's right up his political alley, too.<br /><br />Unlike the reviewers here, I am glad Judd elevated herself from this moronic fluff to better roles in movies that entertained, not preached the heavy-handed Liberal agenda.",0
"While not as bad as his game-to-movie adaptations, this hunk of crud doesn't fare much better.<br /><br />Boll seems to have a pathological inability to accept that he doesn't make good movies. One of these days he'll run out of money and stop inflicting the world with his bombs.<br /><br />The acting was sub-par, the dialog sounded like they were reading TelePrompTers and Boll's special little 'touches' were seen throughout the whole thing.<br /><br />Like all Uwe Boll movies, this one just shouldn't exist.<br /><br />Plain and simple.<br /><br />Just like Uwe Boll himself shouldn't exist. >_>",0
"Tedious girls-at-reform-school flick, which plays somewhat like a prison movie. Chris (Linda Blair) is stuck in there after running away from her abusive father. Once in the de facto jail, she is gang raped by her fellow female ""inmates"".<br /><br />Overlong (even at 98 minutes), with an utterly pointless ending which makes the entire film seem pointless.<br /><br />15 year old Linda Blair does her best to avoid showing her body when unclothed, but lets a nipple shot slip during a shower scene.<br /><br />*1/2 out of ****",0
"The best that I can say about this film is that it was mildly amusing at times, and that it was an adequate time killer. Unfortunately, this film is also so annoying that I wanted to slap these characters around. This is the kind of film that is so sweet, it hurts your teeth. The intentions were good, I suppose, but things get awfully tiresome when the dialogue is SO nauseating. When the two leads aren't together on-screen, this really isn't bad at all, but be afraid during those frequent moments when the loving couple starts talking to one another.",0
"Can A-Pix ever, ever, ever do anything right? This movie was meant to be seen on TV in a letterbox format. Since A-Pix doesn't even believe in pan and scan, we see whole scenes where a shoulder on the left side of the screen talks to a shoulder on the right side. Of course, not that you are missing much. This movie is incredibly bad. It's very hard to enjoy a film where characters are screaming at the top of their lungs during 80% of the movie for no reason.",0
This was an incredibly stupid movie. It was possibly the worst movie I've ever had the displeasure of sitting through. I cannot fathom how it ranks a rating of 5 or 6.............,0
"This fanciful horror flick has Vincent Price playing a mad magician that realizes his vocational talents have been sold to another. He devise ways of avenging all those that have wronged him. His master scheme seems to back fire on him.<br /><br />Price is a little below par compared to his masterpieces, but is still the only reason to watch this thriller. Supporting cast includes Patrick O'Neal, Mary Murphy, Eva Gabor and Jay Novello.<br /><br />",0
"For die-hard Judy Garland fans only. There are two (2) numbers that are really good -- one where she does a number with an older cleaning lady (you've all seen the pics), and a pretty good number at the very end. There are a couple of scenes where the lines are funny. But, basically, the script is so bad and the movie so dated that it's hard not to cringe at the awfulness throughout. But it's worth the 2.50 to rent the movie -- just be prepared to fast-forward it.",0
"Probably New Zealands worst Movie ever made<br /><br />The Jokes They are not funny. Used from other movies & just plain corny The acting Is bad even though there is a great cast<br /><br />The story is Uninteresting & Boring Has more cheese then pizza huts cheese lovers pizza kind of like the acting Has been do 1,000 times before<br /><br />I watched this when it came on TV but was so boring could only stand 30 minutes of it. <br /><br />This movie sucks<br /><br />Do not watch it, <br /><br />Watch paint dry instead",0
"but Thomas Ian Griffith just doesn't have the polish that a big bucks actor has, granted this was made 5+ years ago. Some of the humorous lines could have been timed to make this not only action, but comedy. And how do you get KC out of Katia Koslovska anyhow? Plummer's character was so corny, he would have fit better in a Bullwinkle toon. Personally, if action flicks are going to show skin -- I'd have liked to have seen equal time between female/male, otherwise don't show any.",0
"Spooks is enjoyable trash, featuring some well directed sequences, ridiculous plots and dialogue, and some third rate acting.<br /><br />Many have described this is a UK version of ""24"", and one can see the similarities. <br /><br />The American version shares the weak silly plots, but the execution is so much slicker, sexier and I suspect, expensive.<br /><br />Some people describe weak comedy as ""gentle comedy"". <br /><br />This is gentle spy story hour, the exact opposite of anything created by John Le Carre.<br /><br />Give me Smiley any day.",0
"This must have been an embarrassment to every member of the entirely African-American cast. Every derogatory, disparaging stereotype of the black American community is featured prominently. I won't reinforce the insults by listing them here, except to mention chickens, watermelons, and dice.<br /><br />One good song by Ethel Waters (and a couple of bad ones), and the fantastic singing and dancing talents of 8-year-old Sammy Davis bring the total up to something below 1 on the IMDb scale.",0
"This is the only movie that my wife and I have ever walked out on. Totally sucked. We saw it in Omaha even. Not funny at all, looks like a 14 year old kid wrote the humor. I can't believe these real politicians were actually in the movie. awful.",0
"This movie is not only boring, it is also really badly done. The graphics are so bad, they are not even second rate - they are dreadful. The characters do not show any facial expresssions, the voice acting is empty and without any soul, and the plot absolutely lacks .... well... anything and everything. My 5 year old likes it - but thinks it's a bit boring. I agree with him.",0
"Oh man, does this movie ever bite! If you were ever afraid of seeing a rehash of the slasher genre, done as cheap as possible and as cautious at the same time (pc-friendly, means no nudity, a classic element of slasher films) Cut is it. Every cliche is retread without a hint of self-awareness and the acting. Oh, the acting redefines the word horror. I should have known better as the direct Dutch translation of the title would have tipped me off.",0
Small college town coed OD's? (Why do we care?) Acting sheriff investigates the incident. (Why do we care?) The interviews show us the comatose subject (Kirshner) as different as the opinions of the subjects being interviewed. (Why do we care?) Result? A mess of flashbacks in this mess of a movie featuring a handful of one-hit wonders and B-flick divas which begs the question...Why do we care?,0
"Firstly,I must admit that it isn't a good movie. And,I would never watch this movie if Pacino wasn't in it.<br /><br />The movie is about a publicist's strange 24 hours.And he is overworked,dizzy,sick and sometimes regretful.I don't like the character at all.It's really boring,after 20 minutes you may fall asleep.And I don't understand why Pacino wanted to be a part of this horrible movie.Just because of money or what?<br /><br />Since I'm an avid Pacino fan,I bought this 2002 movie People I Know.If you haven't bought it yet,don't even think about it,it's just a waste of time.",0
This is the worst documentary to come out of Canada ever!!!! I'm glad to see the guys haven't made another movie. All they want to do is get a movie made and it doesn't have to be the one they wrote. They keep changing the script to suite the person they're pitching. I could not get out of the theatre fast enough when I saw it at that year's Toronto Film Festival. Please never see this film.,0
"This movie will confuse you to death. Furthermore, if your a Denise Richards' fan, don't even think of renting this movie. Besides getting top billing by being on the cover and about 10 minutes of air time if that, she has nothing to do with the movie or the many messed up plots.",0
"I really don't understand all these positive user reviews. This movie is the worst movie I've ever seen and I'm not trying to be pessimistic.<br /><br />Eva Mendez is hot but terrible in this film. But I don't think it is her own fault but the directors. He have somehow managed to make everything look artificial; their acting, the idea, the make-up, everything.<br /><br />The star I'm giving is only for the idea behind the movie, which was very bad executed.<br /><br />Don't watch this bullshit, go watch a Fellini, Woody Allen or some David Lynch.",0
"This film, The Alamo:Thirteen Days to Glory, is utter rubbish. The acting is awful, it is far too patriotic and its historical accuracy is not always at its best (Historians would have a field day). It does have a few good moments but not enough to keep interest because it is far too long. Rating * out of **********.",0
"I've written at least a half dozen scathing reviews of this abysmal little flick and none get published, so I must opine that someone at imdb.com really likes this awful movie. The idea that a bunch of oilmen can resurrect a military tank that has set in the desert for over a decade, and make a fighting machine of it again is ludicrous. So is the acting and direction. Pass on it.",0
"The opening 5 minutes gave me hope. Then Meyers proved he only had one good idea for the rest of the movie. Absolute lowest common denominator humor. Painful viewing. A complete chore. Written no doubt in less than a week, just like the first one. Give Meyers the hook and lock him in a cell with Adam Sandler and Will Farrell. And don't let him out until he's developed a decent script for something, anything. He has it in him. These Austin Powers things are just embarrassing. <br /><br />Let Goldmember sink without trace.",0
"An unfunny, unworthy picture which is an undeserving end to Peter Sellers' career. It is a pity this movie was ever made.",0
"This movie is just plain terrible!!!! Slow acting, slow at getting to the point and wooden characters that just shouldn't have been on there. The best part was the showing of Iron Maiden singing in some video at a theater and thats it. the ending was worth watching and waiting up for but that was it!! The characters in this movie put me to sleep almost. Avoid it!!!",0
"It is very unfortunate when a movie such as this is made. A great deal of work and money has been put into a film that is amateur at best.<br /><br />The editing drags on, there are obvious mistakes that could have been corrected easily in a second take, and the soundtrack is unimaginative. So much more could have been done with this video movie. I guess they ran out of time, or videotape.<br /><br />Hand-held shots have a distinct amateur feel to them.",0
"This movie was lame, lame, lame. What a build up! What a let down. All form, no substance. A terrible waste of talent and time. Would not recommend it to my husband's dog, who will watch anything.",0
"Being a fan of cheesy horror movies, I saw this in my video shop and thought I would give it a try. Now that I've seen it I wish it upon no living soul on the planet. I get my movie rentals for free, and I feel that I didn't get my moneys worth. I've seen some bad cheesy horror movies in my time, hell I'm a fan of them, but this was just an insult.",0
"What a disappointment! Piper Perabo is adorable, Tyra Banks is beautiful but pitiful as an actor and the talented and beautiful Maria Bello is wasted! Bello must have been embarrassed by some of the lines! The plot, script and premise is a joke!<br /><br />I'm not against silly movies, I think that Something About Mary is a masterpiece, but Coyote Ugly is a waste of 90 minutes........",0
"Unfortunately this film, 54 was a pathetic attempt of the true story of 'Studio 54.' The only thing that was good about the picture was 'Mike Myers' who was a joy to watch. 'Neve Cambpell,' although her role was little was unfortunately bad. The bottom line is that this film lacked a good performance from the actors, except one and that the conversion of the true story was a desperate attempt for a good screenplay.",0
"I being of Puertorican descent, had mixed fillings about this ""documentary"". First I was offended that Ms. Perez compared Senor Campos to Che Guevarra. Also just a point of fact,Mr. John Leguzaimo is not of Puertorican descent.His parents came from Columbia. Whomever did research on this was not very accurate. I feel that the future of our race rests on education. This message should have been resounding throughout this film, Education is our road to freedom and power I think any future endeavors of this production team should make this their focus.In my opinion,this film swayed toward an anti-American sentiment.",0
